Đường,Phường,Quận/Huyện,Thành phố,duration_days,price,acreage,package,category,public_date,expired_date,ad_type,target_renter
38/50 Đường Nguyễn Văn Vịnh,Phường Hiệp Tân,Quận Tân Phú,Hồ Chí Minh,,2, 15m,Tin thường,Phòng trọ Quận Tân Phú,,01/11/2024 21:33,Phòng trọ,Tất cả
338/18 Đường An Dương Vương,Phường 4,Quận 5,Hồ Chí Minh,30,0.7, 20m,Tin thường,Phòng trọ Quận 5,10/10/2024 11:29,09/11/2024 11:29,Phòng trọ,Tất cả
120/43/10 Đường Trần Hưng Đạo,Phường Phạm Ngũ Lão,Quận 1,Hồ Chí Minh,30,1.3, 35m,Tin thường,Tìm người ở ghép Quận 1,16/10/2024 11:28,15/11/2024 11:28,Tìm người ở ghép,Nữ
265/39 Đường Phạm Ngũ Lão,Phường Phạm Ngũ Lão,Quận 1,Hồ Chí Minh,30,2, 25m,Tin thường,Phòng trọ Quận 1,16/10/2024 11:20,15/11/2024 11:20,Phòng trọ,Nam
436 Đường Nguyễn Thị Thập,Phường Tân Quy,Quận 7,Hồ Chí Minh,30,0.95, 15m,Tin thường,Phòng trọ Quận 7,10/10/2024 11:33,09/11/2024 11:33,Phòng trọ,Tất cả
Đường Huỳnh Mẫn Đạt,Phường 7,Quận 5,Hồ Chí Minh,30,17, 25m,Tin thường,Cho thuê nhà Quận 5,07/10/2024 12:52,06/11/2024 12:52,Nhà thuê nguyên căn,Tất cả
120/43/10 Đường Trần Hưng Đạo,Phường Phạm Ngũ Lão,Quận 1,Hồ Chí Minh,30,3.5, 30m,Tin thường,Phòng trọ Quận 1,16/10/2024 11:19,15/11/2024 11:19,Phòng trọ,Tất cả
Đường Phạm Hùng,Phường 5,Quận 8,Hồ Chí Minh,30,0.7, 20m,Tin thường,Phòng trọ Quận 8,10/10/2024 11:30,09/11/2024 11:30,Phòng trọ,Tất cả
120/43/10 Đường Trần Hưng Đạo,Phường Phạm Ngũ Lão,Quận 1,Hồ Chí Minh,19,1.3, 40m,Tin thường,Tìm người ở ghép Quận 1,16/10/2024 11:11,04/11/2024 11:11,Tìm người ở ghép,Nữ
77 Đường số 447,Phường Tăng Nhơn Phú A,Quận 9,Hồ Chí Minh,14,2.8, 15m,Tin thường,Phòng trọ Quận 9,17/10/2024 13:18,01/11/2024 13:17,Phòng trọ,Tất cả
Đường Lê Hồng Phong,Phường 1,Quận 10,Hồ Chí Minh,30,1.5, 18m,Tin thường,Phòng trọ Quận 10,17/10/2024 13:21,16/11/2024 13:21,Phòng trọ,Tất cả
29/2 Đường Phan Văn Đối,Phường Bà Điểm,Huyện Hóc Môn,Hồ Chí Minh,15,1.8, 22m,Tin thường,Phòng trọ Huyện Hóc Môn,17/10/2024 20:59,01/11/2024 20:59,Phòng trọ,Tất cả
76/2 Tây Hòa,Phường Phước Long A,Quận 9,Hồ Chí Minh,14,4.5, 28m,Tin thường,Cho thuê căn hộ mini Quận 9,18/10/2024 10:44,02/11/2024 10:43,Cho thuê căn hộ mini,Tất cả
60 Trần Tử Bình,Xã Tân Thông Hội,Huyện Củ Chi,Hồ Chí Minh,,14, 137m,Tin thường,Cho thuê mặt bằng Huyện Củ Chi,18/10/2024 21:02,,Cho thuê mặt bằng,Tất cả
10 Đường Đồng Văn Cống,Phường Bình Trưng Tây,Quận 2,Hồ Chí Minh,,3.5, 20m,Tin thường,Phòng trọ Quận 2,18/10/2024 21:10,,Phòng trọ,Tất cả
45/19 100 Bình Thới,phường 14,quận 11 Đường Bình Thới,"Phường 14, Quận 11, Hồ Chí Minh",30,1.5, 16m,Tin thường,Phòng trọ Quận 11,19/10/2024 16:40,18/11/2024 16:40,Phòng trọ,Nữ
Hẻm 629 Đường Cách Mạng Tháng Tám,Phường 15,Quận 10,Hồ Chí Minh,,1.6, 8m,Tin thường,Phòng trọ Quận 10,,19/11/2024 17:12,Phòng trọ,Tất cả
366 Đường Phan Văn Trị,Phường 5,Quận Gò Vấp,Hồ Chí Minh,0,1, 30m,Tin thường,Phòng trọ Quận Gò Vấp,30/10/2024 14:58,30/10/2024 15:21,Phòng trọ,Tất cả
Phường 10,Quận Tân Bình,Hồ Chí Minh,,0,3.4, 22m,Tin thường,Phòng trọ Quận Tân Bình,30/10/2024 15:12,30/10/2024 21:26,Phòng trọ,Tất cả
8 Ngô Thì Sỹ,Phường Vạn Phúc,Quận Hà Đông,Hà Nội,,10.5, 35m,Tin miễn phí,Cho thuê nhà Quận Hà Đông,,01/11/2024 10:48,Nhà thuê nguyên căn,Tất cả
Bùi Xương Trạch,Phường Khương Đình,Quận Thanh Xuân,Hà Nội,,4.5, 30m,Tin miễn phí,Cho thuê nhà Quận Thanh Xuân,,01/11/2024 11:11,Nhà thuê nguyên căn,Tất cả
Đường Nhất Chi Mai,Phường 13,Quận Tân Bình,Hồ Chí Minh,,6.5, 45m,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận Tân Bình,,01/11/2024 12:43,Cho thuê căn hộ dịch vụ,Tất cả
270 Đường Nguyễn Duy Trinh,Phường Bình Trưng Tây,Quận 2,Hồ Chí Minh,,2.1, 16m,Tin thường,Phòng trọ Quận 2,,,Phòng trọ,Tất cả
Kinh Dương Vương,Phường 13,Quận 6,Hồ Chí Minh,0,3.2, 28m,Tin thường,Phòng trọ Quận 6,30/10/2024 16:45,31/10/2024 12:55,Phòng trọ,Tất cả
32/57 Đường Bùi Đình Túy,Phường 12,Quận Bình Thạnh,Hồ Chí Minh,,6.5, 20m,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận Bình Thạnh,,01/11/2024 11:07,Cho thuê căn hộ dịch vụ,Tất cả
38 Đường số 85,Phường Tân Quy,Quận 7,Hồ Chí Minh,,3.8, 25m,Tin miễn phí,Phòng trọ Quận 7,,01/11/2024 11:53,Phòng trọ,Tất cả
Đường số 47,Phường Bình Thuận,Quận 7,Hồ Chí Minh,,3.5, 18m,Tin thường,Phòng trọ Quận 7,,01/11/2024 13:04,Phòng trọ,Tất cả
4A Đường số 47,Phường Bình Thuận,Quận 7,Hồ Chí Minh,,4.2, 35m,Tin thường,Phòng trọ Quận 7,,01/11/2024 13:10,Phòng trọ,Tất cả
Đường Mai Văn Ngọc,Phường 11,Quận Phú Nhuận,Hồ Chí Minh,,5.8, 30m,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận Phú Nhuận,,01/11/2024 13:45,Cho thuê căn hộ dịch vụ,Tất cả
441 Đường Lê Văn Lương,Phường Tân Phong,Quận 7,Hồ Chí Minh,,3.8, 25m,Tin thường,Phòng trọ Quận 7,,01/11/2024 13:02,Phòng trọ,Tất cả
Nguyễn Văn Cừ,Phường Nguyễn Cư Trinh,Quận 1,Hồ Chí Minh,,7.5, 30m,Tin thường,Phòng trọ Quận 1,,01/11/2024 14:33,Phòng trọ,Tất cả
39,Phường Cát Lái,Quận 2,Hồ Chí Minh,,3.7, 30m,Tin thường,Phòng trọ Quận 2,,01/11/2024 14:35,Phòng trọ,Tất cả
Đường số 5,Phường Linh Xuân,Thủ Đức,Hồ Chí Minh,,2.4, 23m,Tin thường,Phòng trọ Thủ Đức,,01/11/2024 14:35,Phòng trọ,Tất cả
Đường Nguyễn Duy,Phường 3,Quận Bình Thạnh,Hồ Chí Minh,2,12.5, 40m,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận Bình Thạnh,28/10/2024 22:17,31/10/2024 15:05,Cho thuê căn hộ dịch vụ,Tất cả
Đường Nguyễn Duy,Phường 3,Quận Bình Thạnh,Hồ Chí Minh,2,8, 40m,Tin miễn phí,Cho thuê căn hộ mini Quận Bình Thạnh,28/10/2024 22:18,31/10/2024 14:49,Cho thuê căn hộ mini,Tất cả
Đường số 53,Phường 14,Quận Gò Vấp,Hồ Chí Minh,1,5, 30m,Tin miễn phí,Cho thuê căn hộ mini Quận Gò Vấp,29/10/2024 14:04,31/10/2024 10:46,Cho thuê căn hộ mini,Tất cả
463/1E Đường Cách Mạng Tháng Tám,Phường 13,Quận 10,Hồ Chí Minh,23,0.65, 60m,Tin thường,Tìm người ở ghép Quận 10,25/10/2024 22:57,18/11/2024 09:42,Tìm người ở ghép,Nữ
528/48 Đường Điện Biên Phủ,Phường 11,Quận 10,Hồ Chí Minh,30,4.2, 20m,Tin thường,Phòng trọ Quận 10,26/10/2024 11:04,25/11/2024 11:04,Phòng trọ,Tất cả
Phố Bạch Mai,Phường Bạch Mai,Quận Hai Bà Trưng,Hà Nội,7,1.7, 20m,Tin thường,Phòng trọ Quận Hai Bà Trưng,26/10/2024 08:39,02/11/2024 08:39,Phòng trọ,Tất cả
252 Đường Tây Sơn,Phường Thịnh Quang,Quận Đống Đa,Hà Nội,7,1.75, 20m,Tin thường,Phòng trọ Quận Đống Đa,26/10/2024 08:38,02/11/2024 08:38,Phòng trọ,Tất cả
Redhome Dorm Đường số 6,Phường Linh Xuân,Quận Thủ Đức,Hồ Chí Minh,21,1.45, 300m,Tin thường,Phòng trọ Thủ Đức,25/10/2024 14:14,15/11/2024 22:33,Phòng trọ,Tất cả
158 Phố Mai Dịch,Phường Mai Dịch,Quận Cầu Giấy,Hà Nội,7,1.7, 20m,Tin thường,Phòng trọ Quận Cầu Giấy,26/10/2024 08:38,02/11/2024 08:38,Phòng trọ,Tất cả
41 Nguyễn Duy Trinh,Phường Bình Trưng Tây,Quận 2,Hồ Chí Minh,15,7.5, 55m,Tin thường,Cho thuê căn hộ dịch vụ Quận 2,25/10/2024 05:32,09/11/2024 17:25,Cho thuê căn hộ dịch vụ,Tất cả
Đường Phan Anh,Phường Bình Trị Đông,Quận Bình Tân,Hồ Chí Minh,7,3.5, 25m,Tin thường,Phòng trọ Quận Bình Tân,25/10/2024 10:16,01/11/2024 10:16,Phòng trọ,Tất cả
35 Đường Cát Linh,Phường Cát Linh,Quận Đống Đa,Hà Nội,7,1.7, 20m,Tin thường,Phòng trọ Quận Đống Đa,26/10/2024 08:40,02/11/2024 08:40,Phòng trọ,Tất cả
Đường Hòa Bình,Phường Hiệp Tân,Quận Tân Phú,Hồ Chí Minh,6,4.5, 30m,Tin thường,Phòng trọ Quận Tân Phú,26/10/2024 18:36,02/11/2024 08:18,Phòng trọ,Tất cả
196/7 Đường Đặng Thuỳ Trâm,Phường 13,Quận Bình Thạnh,Hồ Chí Minh,,4.3, 18m,Tin thường,Phòng trọ Quận Bình Thạnh,,,Phòng trọ,Tất cả
121 Đường Cống Quỳnh,Phường Nguyễn Cư Trinh,Quận 1,Hồ Chí Minh,,2.2, 35m,Tin thường,Phòng trọ Quận 1,,04/11/2024 04:38,Phòng trọ,Nữ
121 Đường Cống Quỳnh,Phường Phạm Ngũ Lão,Quận 1,Hồ Chí Minh,,7.3, 35m,Tin thường,Phòng trọ Quận 1,,,Phòng trọ,Tất cả
Nguyễn Văn Linh,Phường Bình Thuận,Quận 7,Hồ Chí Minh,,7, 40m,Tin thường,Cho thuê căn hộ dịch vụ Quận 7,,01/11/2024 09:32,Cho thuê căn hộ dịch vụ,Tất cả
544C Bình Quới,Phường 28,Quận Bình Thạnh,Hồ Chí Minh,,4.5, 25m,Tin thường,Phòng trọ Quận Bình Thạnh,,01/11/2024 10:05,Phòng trọ,Tất cả
Phan Tây Hồ,Phường 7,Quận Phú Nhuận,Hồ Chí Minh,,8.5, 40m,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận Phú Nhuận,,01/11/2024 10:06,Cho thuê căn hộ dịch vụ,Tất cả
Đường Nguyễn Văn Công,Phường 3,Quận Gò Vấp,Hồ Chí Minh,5,3.9, 25m,Tin thường,Phòng trọ Quận Gò Vấp,01/11/2024 13:20,06/11/2024 13:20,Phòng trọ,Tất cả
Đường Trần Kế Xương,Phường 7,Quận Phú Nhuận,Hồ Chí Minh,,3.2, 20m,Tin thường,Phòng trọ Quận Phú Nhuận,,01/11/2024 10:41,Phòng trọ,Tất cả
Đường Nguyễn Thái Sơn,Phường 5,Quận Gò Vấp,Hồ Chí Minh,5,3.5, 25m,Tin thường,Phòng trọ Quận Gò Vấp,01/11/2024 13:20,06/11/2024 13:20,Phòng trọ,Tất cả
Phan Văn Trị,Phường 5,Quận Gò Vấp,Hồ Chí Minh,5,2.9, 20m,Tin thường,Phòng trọ Quận Gò Vấp,01/11/2024 13:19,06/11/2024 13:19,Phòng trọ,Tất cả
Phường Hiệp Bình Chánh,Quận Thủ Đức,Hồ Chí Minh,,15,1.3, 25m,Tin thường,Phòng trọ Thủ Đức,21/10/2024 09:27,05/11/2024 09:27,Phòng trọ,Tất cả
54 Bưng Ông Thoàn,Phường Phú Hữu,Quận 9,Hồ Chí Minh,15,3.3, 25m,Tin thường,Phòng trọ Quận 9,21/10/2024 16:37,05/11/2024 16:37,Phòng trọ,Tất cả
Đường DD5,Phường Tân Hưng Thuận,Quận 12,Hồ Chí Minh,30,2.8, 25m,Tin thường,Phòng trọ Quận 12,21/10/2024 20:22,20/11/2024 20:22,Phòng trọ,Tất cả
Đường Nguyễn Thị Tú,Phường Bình Hưng Hòa B,Quận Bình Tân,Hồ Chí Minh,10,3.6, 25m,Tin thường,Phòng trọ Quận Bình Tân,22/10/2024 12:47,01/11/2024 12:47,Phòng trọ,Tất cả
5 Đường Bờ Sông,Phường Quan Hoa,Quận Cầu Giấy,Hà Nội,25,3.5, 25m,Tin thường,Phòng trọ Quận Cầu Giấy,22/10/2024 15:07,16/11/2024 15:07,Phòng trọ,Tất cả
Hòa Hưng,Phường 12,Quận 10,Hồ Chí Minh,,7.6, 35m,Tin miễn phí,Cho thuê căn hộ mini Quận 10,,01/11/2024 15:57,Cho thuê căn hộ mini,Tất cả
Nguyễn Chí Thanh,Phường Láng Thượng,Quận Đống Đa,Hà Nội,,2.6, 22m,Tin thường,Phòng trọ Quận Đống Đa,,01/11/2024 15:26,Phòng trọ,Tất cả
Đường Xô Viết Nghệ Tĩnh,Phường 26,Quận Bình Thạnh,Hồ Chí Minh,0,3.5, 13.5m,Tin miễn phí,Phòng trọ Quận Bình Thạnh,01/11/2024 10:37,01/11/2024 15:59,Phòng trọ,Nam
Đường Xô Viết Nghệ Tĩnh,Phường 26,Quận Bình Thạnh,Hồ Chí Minh,0,4, 19m,Tin miễn phí,Phòng trọ Quận Bình Thạnh,01/11/2024 10:38,01/11/2024 15:55,Phòng trọ,Nam
Nguyễn Duy Trinh,Phường Long Trường,Quận 9,Hồ Chí Minh,,0.0026, 30m,Tin thường,Phòng trọ Quận 9,,06/11/2024 15:42,Phòng trọ,Tất cả
Đường Hoàng Văn Thụ,Phường 9,Quận Phú Nhuận,Hồ Chí Minh,,4.8, 30m,Tin thường,Phòng trọ Quận Phú Nhuận,24/10/2024 22:13,,Phòng trọ,Tất cả
Đường Võ Công Tồn,Phường Tân Quý,Quận Tân Phú,Hồ Chí Minh,,1, 30m,Tin thường,Tìm người ở ghép Quận Tân Phú,24/10/2024 20:39,,Tìm người ở ghép,Tất cả
L17 Hoàng Cầm Đường Phan Huy Chú,Phường 2,Thành Phố Vũng Tàu,Bà Rịa - Vũng Tàu,15,2, 30m,Tin thường,Phòng trọ Thành Phố Vũng Tàu,24/10/2024 13:00,08/11/2024 13:00,Phòng trọ,Tất cả
1 Tây Hòa,Phường Phước Long A,Quận 9,Hồ Chí Minh,15,3, 20m,Tin thường,Phòng trọ Quận 9,24/10/2024 09:38,08/11/2024 09:38,Phòng trọ,Nữ
Đường Hoàng Hữu Nam,Phường Tân Phú,Quận 9,Hồ Chí Minh,,3.8, 30m,Tin thường,Phòng trọ Quận 9,,01/11/2024 14:35,Phòng trọ,Tất cả
129/60 Phan Văn Hớn,Phường Tân Thới Nhất,Quận 12,Hồ Chí Minh,,5.5, 50m,Tin thường,Cho thuê căn hộ mini Quận 12,24/10/2024 05:44,,Cho thuê căn hộ mini,Tất cả
Đường Nguyễn Thị Minh Khai,Phường Phạm Ngũ Lão,Quận 1,Hồ Chí Minh,,5, 30m,Tin thường,Phòng trọ Quận 1,,01/11/2024 15:39,Phòng trọ,Tất cả
11 Đường Phạm Công Trứ,Phường Thạnh Mỹ Lợi,Quận 2,Hồ Chí Minh,,4, 22m,Tin thường,Phòng trọ Quận 2,24/10/2024 11:38,,Phòng trọ,Tất cả
Đường Trần Văn Giàu,Phường Tân Tạo A,Quận Bình Tân,Hồ Chí Minh,,4.6, 28m,Tin thường,Cho thuê căn hộ mini Quận Bình Tân,24/10/2024 11:09,,Cho thuê căn hộ mini,Tất cả
Đường Lũy Bán Bích,Phường Tân Thành,Quận Tân Phú,Hồ Chí Minh,,5.5, 30m,Tin thường,Phòng trọ Quận Tân Phú,24/10/2024 10:11,,Phòng trọ,Tất cả
Đường Phạm Hùng,Xã Bình Hưng,Huyện Bình Chánh,Hồ Chí Minh,,4.5, 30m,Tin thường,Phòng trọ Huyện Bình Chánh,24/10/2024 10:05,,Phòng trọ,Tất cả
124 Đường Nguyễn Đình Chiểu,Phường 3,Quận Phú Nhuận,Hồ Chí Minh,10,1.7, 10m,Tin thường,Phòng trọ Quận Phú Nhuận,23/10/2024 11:55,02/11/2024 11:55,Phòng trọ,Nữ
Đường Nguyễn Sơn,Phường Phú Thạnh,Quận Tân Phú,Hồ Chí Minh,10,5.2, 25m,Tin thường,Phòng trọ Quận Tân Phú,23/10/2024 11:18,02/11/2024 11:18,Phòng trọ,Tất cả
108 Đường Trần Thị Nghĩ,Phường 7,Quận Gò Vấp,Hồ Chí Minh,13,5.5, 25m,Tin thường,Cho thuê căn hộ dịch vụ Quận Gò Vấp,23/10/2024 10:28,06/11/2024 10:27,Cho thuê căn hộ dịch vụ,Tất cả
58 Bưng Ông Thoàn,Phường Phú Hữu,Quận 9,Hồ Chí Minh,30,3.5, 30m,Tin thường,Phòng trọ Quận 9,23/10/2024 10:26,22/11/2024 10:26,Phòng trọ,Tất cả
12 Đường số 42,Phường Thảo Điền,Quận 2,Hồ Chí Minh,10,6, 25m,Tin thường,Cho thuê căn hộ Quận 2,23/10/2024 09:28,02/11/2024 09:28,Cho thuê căn hộ,Tất cả
Bình Thành,Phường Bình Hưng Hòa B,Quận Bình Tân,Hồ Chí Minh,10,2.7, 25m,Tin thường,Phòng trọ Quận Bình Tân,23/10/2024 07:16,02/11/2024 07:16,Phòng trọ,Tất cả
Đường Trần Lưu,Phường An Phú,Quận 2,Hồ Chí Minh,2,4.8, 40m,Tin thường,Phòng trọ Quận 2,29/10/2024 12:07,31/10/2024 13:28,Phòng trọ,Tất cả
Đường số 81,Phường Tân Quy,Quận 7,Hồ Chí Minh,1,6, 35m,Tin thường,Cho thuê căn hộ dịch vụ Quận 7,29/10/2024 11:16,30/10/2024 20:34,Cho thuê căn hộ dịch vụ,Tất cả
62 Đường số 6,Phường Linh Trung,Thủ Đức,Hồ Chí Minh,1,1.5, 30m,Tin thường,Phòng trọ Thủ Đức,29/10/2024 11:13,30/10/2024 14:20,Phòng trọ,Tất cả
Võ Văn Kiệt,Phường 6,Quận 5,Hồ Chí Minh,0,8.5, 45m,Tin miễn phí,Phòng trọ Quận 5,29/10/2024 11:02,29/10/2024 15:09,Phòng trọ,Tất cả
Đường Nguyễn Tất Thành,Phường 18,Quận 4,Hồ Chí Minh,0,6.5, 35m,Tin miễn phí,Cho thuê căn hộ mini Quận 4,29/10/2024 11:02,29/10/2024 20:32,Cho thuê căn hộ mini,Tất cả
Đường số 6,Xã Bình Hưng,Huyện Bình Chánh,Hồ Chí Minh,1,3.7, 30m,Tin thường,Phòng trọ Huyện Bình Chánh,29/10/2024 11:02,30/10/2024 16:40,Phòng trọ,Tất cả
Đường Khuông Việt,Phường 5,Quận 11,Hồ Chí Minh,,4.5, 30m,Tin thường,Cho thuê căn hộ mini Quận 11,,02/11/2024 08:12,Cho thuê căn hộ mini,Tất cả
1 Đường Đặng Thuỳ Trâm,Phường 13,Quận Bình Thạnh,Hồ Chí Minh,0,2.5, 35m,Tin thường,Phòng trọ Quận Bình Thạnh,29/10/2024 15:59,30/10/2024 10:39,Phòng trọ,Tất cả
Đường số 14,Phường Phú Mỹ,Quận 7,Hồ Chí Minh,2,7, 50m,Tin thường,Cho thuê căn hộ mini Quận 7,29/10/2024 20:28,31/10/2024 21:22,Cho thuê căn hộ mini,Tất cả
Đường Cao Triều Phát,Phường Tân Phong,Quận 7,Hồ Chí Minh,2,11.2, 50m,Tin thường,Cho thuê căn hộ dịch vụ Quận 7,29/10/2024 20:28,31/10/2024 21:22,Cho thuê căn hộ dịch vụ,Tất cả
1788/19/16 Đường Tỉnh Lộ 10,Phường Tân Tạo,Quận Bình Tân,Hồ Chí Minh,,1, 15m,Tin thường,Phòng trọ Quận Bình Tân,,01/11/2024 20:04,Phòng trọ,Tất cả
Ngõ 68 Xuân Thủy,Phường Dịch Vọng Hậu,Quận Cầu Giấy,Hà Nội,,2.6, 25m,Tin miễn phí,Phòng trọ Quận Cầu Giấy,,01/11/2024 17:01,Phòng trọ,Tất cả
55 Đường Tân Kỳ Tân Quý,Phường Tân Sơn Nhì,Quận Tân Phú,Hồ Chí Minh,,2.3, 15m,Tin thường,Phòng trọ Quận Tân Phú,,01/11/2024 20:05,Phòng trọ,Tất cả
187A Lê Văn Lương,Xã Phước Kiển,Huyện Nhà Bè,Hồ Chí Minh,,2.3, 20m,Tin thường,Phòng trọ Huyện Nhà Bè,,06/11/2024 19:34,Phòng trọ,Tất cả
Đường Vườn Lài,Phường An Phú Đông,Quận 12,Hồ Chí Minh,1,1.3, 80m,Tin thường,Phòng trọ Quận 12,29/10/2024 14:53,30/10/2024 15:37,Phòng trọ,Tất cả
47/2 Đường số 27,Phường Hiệp Bình Chánh,Thủ Đức,Hồ Chí Minh,,1.8, 20m,Tin miễn phí,Phòng trọ Thủ Đức,,01/11/2024 18:40,Phòng trọ,Tất cả
Đường Ngô Bệ,Phường 13,Quận Tân Bình,Hồ Chí Minh,0,5.5, 30m,Tin miễn phí,Phòng trọ Quận Tân Bình,29/10/2024 22:33,30/10/2024 21:55,Phòng trọ,Tất cả
Đường số 19,Phường Bình An,Quận 2,Hồ Chí Minh,,1.35, 25m,Tin miễn phí,Phòng trọ Quận 2,,01/11/2024 13:52,Phòng trọ,Tất cả
Phố Hai Bà Trưng,Phường 6,Quận 3,Hồ Chí Minh,,14, 45m,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận 3,,01/11/2024 16:51,Cho thuê căn hộ dịch vụ,Tất cả
Tân Thành,Phường Hòa Thạnh,Quận Tân Phú,Hồ Chí Minh,,4, 30m,Tin miễn phí,Cho thuê căn hộ Quận Tân Phú,,01/11/2024 16:31,Cho thuê căn hộ,Tất cả
208 Đường N7,Phường Trường Thạnh,Quận 9,Hồ Chí Minh,,3.5, 25m,Tin thường,Phòng trọ Quận 9,,01/11/2024 16:16,Phòng trọ,Tất cả
134a Đường Gò Xoài,Phường Bình Hưng Hòa A,Quận Bình Tân,Hồ Chí Minh,,3.5, 40m,Tin miễn phí,Phòng trọ Quận Bình Tân,,01/11/2024 16:16,Phòng trọ,Tất cả
Văn Chung,Phường 13,Quận Tân Bình,Hồ Chí Minh,,4, 35m,Tin miễn phí,Phòng trọ Quận Tân Bình,,01/11/2024 16:09,Phòng trọ,Tất cả
Đường Trường Sa,Phường 14,Quận Phú Nhuận,Hồ Chí Minh,,11, 35m,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận Phú Nhuận,,01/11/2024 16:00,Cho thuê căn hộ dịch vụ,Tất cả
Đường Xô Viết Nghệ Tĩnh,Phường 21,Quận Bình Thạnh,Hồ Chí Minh,-2,0.95, 99m,Tin thường,Phòng trọ Quận Bình Thạnh,11/07/2024 12:46,10/07/2024 08:51,Phòng trọ,Tất cả
Đường Điện Biên Phủ,Phường 11,Quận 10,Hồ Chí Minh,-2,0.95, 200m,Tin thường,Phòng trọ Quận 10,11/07/2024 12:45,09/07/2024 13:24,Phòng trọ,Tất cả
Xã Bình Hưng,Huyện Bình Chánh,Hồ Chí Minh,,5,8.2, 40m,Tin thường,Cho thuê căn hộ dịch vụ Huyện Bình Chánh,26/10/2024 23:04,31/10/2024 23:04,Cho thuê căn hộ dịch vụ,Tất cả
Đường Mai Văn Vĩnh,Phường Tân Quy,Quận 7,Hồ Chí Minh,2,5.5, 35m,Tin miễn phí,Cho thuê căn hộ mini Quận 7,26/10/2024 22:39,29/10/2024 21:16,Cho thuê căn hộ mini,Tất cả
Đường Dương Bá Trạc,Phường 1,Quận 8,Hồ Chí Minh,5,4.2, 20m,Tin thường,Phòng trọ Quận 8,26/10/2024 23:01,31/10/2024 23:01,Phòng trọ,Tất cả
Đường Lạc Long Quân,Phường 9,Quận Tân Bình,Hồ Chí Minh,3,4.5, 30m,Tin thường,Phòng trọ Quận Tân Bình,26/10/2024 22:01,29/10/2024 22:01,Phòng trọ,Tất cả
Nguyễn Văn Thương,Phường 12,Quận Bình Thạnh,Hồ Chí Minh,5,10, 40m,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận Bình Thạnh,26/10/2024 23:56,31/10/2024 23:56,Cho thuê căn hộ dịch vụ,Tất cả
339 Đường Lê Văn Sỹ,Phường 13,Quận 3,Hồ Chí Minh,5,6.5, 30m,Tin thường,Phòng trọ Quận 3,26/10/2024 23:47,31/10/2024 23:47,Phòng trọ,Tất cả
An Dương Vương,Phường Phú Thượng,Quận Tây Hồ,Hà Nội,5,3.5, 25m,Tin thường,Phòng trọ Quận Tây Hồ,26/10/2024 22:21,31/10/2024 22:21,Phòng trọ,Tất cả
24/31 Thủ Khoa Huân,Phường Bến Thành,Quận 1,Hồ Chí Minh,5,4, 25m,Tin thường,Cho thuê căn hộ dịch vụ Quận 1,01/11/2024 13:27,06/11/2024 13:27,Cho thuê căn hộ dịch vụ,Tất cả
